id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
8369,Female,Urban,Bachelor,2L-5L,0,5,3535,More than 1,B,Platinum,58692
8370,Female,Urban,High School,<=2L,1,6,4137,More than 1,A,Silver,65208
8371,Female,Urban,High School,More than 10L,0,5,11883,More than 1,C,Platinum,191148
8372,Female,Urban,High School,2L-5L,1,2,0,More than 1,B,Gold,100380
8373,Female,Urban,Bachelor,2L-5L,0,3,2806,More than 1,B,Platinum,59844
8374,Female,Urban,High School,5L-10L,0,4,4973,More than 1,A,Platinum,118692
8375,Male,Rural,High School,5L-10L,1,4,2309,More than 1,C,Platinum,174600
8376,Female,Urban,Bachelor,5L-10L,0,7,6225,More than 1,B,Silver,72132
8377,Female,Urban,High School,5L-10L,1,1,9808,More than 1,A,Silver,70860
8378,Male,Urban,Bachelor,2L-5L,1,1,5889,More than 1,B,Gold,106164
8379,Female,Urban,High School,2L-5L,1,3,0,More than 1,B,Silver,67308
8380,Male,Rural,High School,5L-10L,1,2,5389,1,A,Gold,232548
8381,Male,Urban,Bachelor,5L-10L,0,6,4014,1,B,Platinum,68124
8382,Female,Urban,High School,5L-10L,0,6,2492,More than 1,A,Platinum,64944
8383,Female,Rural,High School,5L-10L,1,5,2147,More than 1,B,Gold,110628
8384,Female,Urban,Bachelor,2L-5L,0,7,3841,More than 1,B,Silver,104196
8385,Male,Urban,Bachelor,5L-10L,1,2,4376,More than 1,A,Platinum,76404
8386,Female,Urban,High School,5L-10L,1,5,3559,More than 1,A,Platinum,134568
8387,Male,Urban,High School,2L-5L,0,6,8660,1,A,Gold,69072
8388,Male,Urban,High School,5L-10L,1,0,7288,More than 1,C,Gold,34944
8389,Male,Urban,Bachelor,5L-10L,1,4,0,1,A,Silver,73236
8390,Female,Urban,Bachelor,5L-10L,1,4,8590,1,A,Platinum,33000
8391,Female,Urban,High School,More than 10L,0,5,4384,More than 1,B,Platinum,192444
8392,Male,Urban,Bachelor,2L-5L,1,4,5388,More than 1,A,Platinum,73632
8393,Male,Urban,High School,2L-5L,1,4,5957,More than 1,A,Platinum,63564
8394,Male,Urban,Bachelor,More than 10L,1,2,0,More than 1,B,Gold,57252
8395,Female,Urban,Bachelor,5L-10L,1,7,4492,More than 1,A,Platinum,200280
8396,Female,Urban,Bachelor,5L-10L,0,3,6979,More than 1,A,Platinum,294084
8397,Female,Urban,High School,5L-10L,1,2,15223,1,A,Silver,33228
8398,Male,Urban,High School,5L-10L,1,0,6302,More than 1,C,Platinum,158640
8399,Female,Urban,Bachelor,2L-5L,1,8,3953,1,A,Platinum,144816
8400,Male,Rural,High School,5L-10L,1,7,0,1,A,Platinum,32184
8401,Male,Urban,High School,5L-10L,0,5,10673,1,A,Platinum,57048
8402,Male,Rural,Bachelor,5L-10L,1,8,2020,More than 1,A,Gold,106512
8403,Male,Urban,High School,2L-5L,0,7,6306,1,A,Platinum,34944
8404,Female,Urban,Bachelor,2L-5L,0,7,6121,More than 1,A,Platinum,99048
8405,Female,Urban,High School,2L-5L,1,6,6021,More than 1,C,Platinum,69336
8406,Male,Urban,Bachelor,2L-5L,0,7,5907,More than 1,A,Platinum,54432
8407,Male,Urban,High School,5L-10L,1,1,8507,More than 1,A,Platinum,76680
8408,Female,Rural,Bachelor,5L-10L,0,7,7067,More than 1,A,Platinum,148548
8409,Male,Rural,Bachelor,5L-10L,1,2,2990,More than 1,A,Platinum,64932
8410,Male,Urban,Bachelor,2L-5L,1,3,4246,More than 1,A,Platinum,336156
8411,Female,Rural,Bachelor,More than 10L,0,5,2106,More than 1,B,Silver,70980
8412,Female,Urban,Bachelor,5L-10L,0,1,2976,1,A,Gold,65964
8413,Female,Rural,Others,2L-5L,0,1,5805,1,B,Silver,85176
8414,Female,Urban,Bachelor,2L-5L,0,5,2369,More than 1,B,Silver,61140
8415,Female,Rural,High School,5L-10L,1,4,0,1,C,Platinum,66240
8416,Male,Urban,Bachelor,5L-10L,1,2,2876,More than 1,A,Silver,150420
8417,Female,Urban,High School,5L-10L,0,7,4028,More than 1,C,Silver,72900
8418,Male,Urban,High School,5L-10L,1,4,5849,1,C,Silver,56856
8419,Female,Urban,High School,2L-5L,0,6,4125,More than 1,A,Gold,61728
8420,Male,Urban,High School,2L-5L,1,2,6830,1,A,Platinum,30120
8421,Female,Urban,Bachelor,More than 10L,0,4,4254,More than 1,A,Gold,402972
8422,Male,Urban,Bachelor,5L-10L,1,0,6759,1,A,Silver,35460
8423,Male,Urban,High School,5L-10L,1,2,2080,More than 1,A,Platinum,59424
8424,Female,Urban,Others,2L-5L,1,5,3978,More than 1,A,Platinum,102468
8425,Female,Urban,Bachelor,2L-5L,1,7,7577,More than 1,A,Platinum,70716
8426,Male,Urban,Bachelor,More than 10L,0,6,0,1,A,Platinum,61848
8427,Male,Urban,High School,2L-5L,0,5,10184,More than 1,A,Platinum,65016
8428,Female,Urban,Bachelor,5L-10L,1,0,3983,More than 1,C,Gold,67764
8429,Male,Rural,High School,5L-10L,0,6,2324,More than 1,B,Platinum,64572
8430,Male,Urban,Bachelor,2L-5L,0,8,3970,More than 1,A,Platinum,67464
8431,Female,Urban,Bachelor,5L-10L,0,5,6174,More than 1,A,Platinum,97440
8432,Female,Urban,Bachelor,5L-10L,1,3,4205,More than 1,A,Platinum,302448
8433,Male,Urban,Bachelor,2L-5L,0,7,5807,More than 1,A,Silver,100956
8434,Male,Urban,Bachelor,2L-5L,1,2,2894,More than 1,A,Platinum,103812
8435,Female,Rural,Bachelor,2L-5L,0,6,4025,1,B,Silver,31236
8436,Female,Urban,High School,5L-10L,1,5,5609,More than 1,A,Gold,64056
8437,Male,Urban,Bachelor,More than 10L,0,3,6126,More than 1,A,Gold,74976
8438,Male,Urban,Bachelor,5L-10L,1,2,6243,More than 1,A,Platinum,327996
8439,Female,Urban,High School,2L-5L,0,7,5263,More than 1,B,Gold,68940
8440,Male,Urban,Bachelor,More than 10L,0,6,5016,More than 1,A,Gold,103404
8441,Male,Rural,High School,5L-10L,1,2,3387,More than 1,A,Platinum,92844
8442,Male,Urban,Others,2L-5L,0,6,7699,More than 1,B,Silver,62268
8443,Male,Urban,High School,5L-10L,0,8,12146,More than 1,B,Platinum,70404
8444,Male,Urban,High School,5L-10L,0,7,3105,More than 1,A,Platinum,99456
8445,Female,Rural,High School,More than 10L,0,5,0,More than 1,A,Silver,69360
8446,Male,Rural,Bachelor,More than 10L,1,7,0,More than 1,A,Silver,95136
8447,Male,Urban,High School,2L-5L,1,7,11782,More than 1,A,Gold,76152
8448,Male,Urban,Bachelor,5L-10L,1,3,4981,1,A,Platinum,35316
8449,Male,Urban,High School,More than 10L,0,5,9381,More than 1,A,Gold,491700
8450,Male,Urban,High School,5L-10L,0,4,3089,1,A,Platinum,29808
8451,Male,Urban,High School,5L-10L,1,7,7954,More than 1,A,Platinum,108648
8452,Female,Rural,Bachelor,5L-10L,1,3,0,1,A,Platinum,55008
8453,Female,Urban,Bachelor,5L-10L,0,4,5577,More than 1,A,Gold,90900
8454,Female,Rural,High School,More than 10L,0,5,0,1,B,Platinum,30492
8455,Male,Urban,Bachelor,More than 10L,1,6,0,More than 1,B,Platinum,62652
8456,Female,Urban,High School,5L-10L,0,6,19930,More than 1,B,Gold,178404
8457,Female,Urban,High School,5L-10L,0,8,12032,More than 1,A,Platinum,107400
8458,Female,Urban,High School,5L-10L,0,1,8962,1,A,Silver,34404
8459,Female,Urban,High School,5L-10L,1,1,3960,1,C,Platinum,66528
8460,Male,Urban,High School,2L-5L,0,5,10298,More than 1,B,Platinum,110472
8461,Female,Urban,High School,2L-5L,1,8,6014,More than 1,B,Platinum,152424
8462,Male,Urban,Bachelor,2L-5L,1,1,8216,More than 1,A,Platinum,61368
8463,Female,Urban,High School,5L-10L,1,8,5163,More than 1,A,Platinum,56556
8464,Male,Urban,High School,5L-10L,1,7,0,More than 1,A,Silver,98856
8465,Male,Urban,High School,2L-5L,1,2,3712,More than 1,A,Platinum,59964
8466,Male,Urban,High School,5L-10L,1,5,5704,1,A,Platinum,31200
8467,Male,Urban,High School,2L-5L,0,3,3488,More than 1,A,Gold,159492
8468,Male,Urban,High School,2L-5L,1,4,5869,More than 1,A,Platinum,54036
8469,Male,Urban,High School,5L-10L,0,2,3979,More than 1,A,Platinum,76512
8470,Male,Urban,Bachelor,2L-5L,0,6,5546,More than 1,C,Platinum,103824
8471,Female,Urban,Bachelor,2L-5L,1,8,10063,More than 1,A,Platinum,32952
8472,Female,Urban,Bachelor,5L-10L,0,6,4041,1,A,Platinum,53388
8473,Female,Urban,High School,5L-10L,0,7,2672,More than 1,A,Gold,124116
8474,Male,Urban,High School,2L-5L,1,3,6115,1,A,Silver,30000
8475,Male,Urban,Bachelor,5L-10L,1,4,5301,1,A,Gold,52116
8476,Female,Rural,High School,5L-10L,1,1,3015,More than 1,B,Platinum,71172
8477,Male,Urban,Bachelor,5L-10L,1,3,7692,1,A,Platinum,33060
8478,Male,Urban,Bachelor,5L-10L,1,7,3797,More than 1,A,Platinum,56556
8479,Male,Rural,Bachelor,5L-10L,0,2,5099,More than 1,A,Platinum,295068
8480,Female,Urban,High School,5L-10L,1,4,4152,More than 1,A,Platinum,63504
8481,Female,Rural,Bachelor,More than 10L,1,2,3423,More than 1,A,Platinum,45384
8482,Female,Urban,High School,2L-5L,1,7,6072,1,A,Gold,29448
8483,Male,Urban,High School,2L-5L,1,7,2576,1,B,Silver,61524
8484,Male,Urban,High School,2L-5L,0,1,4960,More than 1,A,Platinum,85008
8485,Male,Rural,Bachelor,5L-10L,0,7,0,More than 1,A,Platinum,54348
8486,Female,Rural,High School,5L-10L,1,0,0,More than 1,B,Platinum,57492
8487,Male,Rural,High School,More than 10L,1,6,0,More than 1,A,Platinum,229164
8488,Male,Rural,High School,5L-10L,1,2,0,1,A,Silver,96768
8489,Female,Urban,High School,5L-10L,0,6,9103,More than 1,A,Platinum,41928
8490,Female,Urban,Bachelor,2L-5L,0,4,5864,More than 1,A,Platinum,58560
8491,Male,Urban,High School,5L-10L,0,1,6133,More than 1,A,Platinum,383316
8492,Male,Rural,High School,5L-10L,1,6,4644,More than 1,A,Gold,257412
8493,Male,Urban,High School,5L-10L,0,3,4813,More than 1,A,Platinum,67548
8494,Male,Urban,Bachelor,More than 10L,0,5,3569,More than 1,B,Platinum,62664
8495,Male,Urban,Bachelor,5L-10L,1,1,0,More than 1,B,Silver,69456
8496,Female,Urban,High School,2L-5L,0,3,8923,More than 1,B,Platinum,68580
8497,Male,Urban,High School,2L-5L,0,6,10309,More than 1,A,Gold,576444
8498,Male,Rural,High School,More than 10L,1,0,0,1,A,Platinum,62700
8499,Female,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,73944
8500,Male,Urban,High School,2L-5L,0,7,11780,More than 1,A,Silver,179316
8501,Female,Urban,High School,<=2L,1,6,2628,More than 1,A,Silver,66420
8502,Male,Rural,High School,5L-10L,0,6,0,More than 1,B,Platinum,268536
8503,Female,Rural,Bachelor,5L-10L,1,4,5245,1,A,Platinum,290832
8504,Male,Urban,Bachelor,2L-5L,1,4,4465,More than 1,B,Silver,66168
8505,Male,Rural,Bachelor,5L-10L,1,0,3129,1,B,Silver,55896
8506,Female,Urban,High School,5L-10L,0,7,5529,More than 1,A,Gold,62160
8507,Male,Urban,High School,2L-5L,1,5,6260,More than 1,C,Silver,61200
8508,Male,Urban,Bachelor,2L-5L,0,0,5110,More than 1,A,Platinum,62892
8509,Female,Rural,High School,5L-10L,1,2,2335,More than 1,B,Silver,68364
8510,Female,Rural,Others,5L-10L,1,6,0,More than 1,A,Silver,67128
8511,Male,Urban,High School,5L-10L,0,5,16260,More than 1,A,Gold,87672
8512,Male,Urban,High School,5L-10L,1,2,6104,More than 1,A,Platinum,67164
8513,Female,Urban,High School,More than 10L,1,6,6779,More than 1,C,Platinum,103452
8514,Male,Rural,High School,5L-10L,1,1,2919,1,B,Platinum,47004
8515,Male,Urban,High School,5L-10L,1,2,6558,1,A,Platinum,61008
8516,Male,Urban,Bachelor,5L-10L,0,2,3720,More than 1,A,Gold,179280
8517,Female,Rural,High School,5L-10L,0,3,0,More than 1,A,Platinum,338352
8518,Male,Rural,Bachelor,More than 10L,0,8,2272,More than 1,B,Platinum,62412
8519,Male,Urban,High School,5L-10L,1,3,5048,1,A,Platinum,31896
8520,Female,Urban,High School,5L-10L,0,7,2398,More than 1,A,Gold,109476
8521,Female,Rural,Bachelor,5L-10L,1,3,4177,1,B,Gold,233004
8522,Male,Urban,High School,5L-10L,1,5,6497,1,A,Platinum,63480
8523,Male,Urban,High School,5L-10L,0,3,5767,1,A,Platinum,34464
8524,Female,Rural,High School,More than 10L,1,6,4693,More than 1,B,Platinum,66084
8525,Male,Urban,High School,5L-10L,1,6,6069,More than 1,A,Platinum,235980
8526,Female,Urban,High School,2L-5L,0,4,4169,More than 1,B,Platinum,73176
8527,Female,Urban,High School,5L-10L,1,6,2039,1,A,Platinum,34344
8528,Female,Rural,Bachelor,More than 10L,1,7,6443,More than 1,A,Platinum,184116
8529,Male,Urban,High School,5L-10L,0,2,3991,1,A,Gold,32496
8530,Male,Rural,High School,5L-10L,0,6,0,1,A,Platinum,28824
8531,Male,Rural,Bachelor,5L-10L,1,7,2535,1,B,Silver,30492
8532,Male,Urban,High School,5L-10L,1,2,5758,More than 1,A,Platinum,101760
8533,Male,Urban,High School,2L-5L,1,5,12150,More than 1,A,Gold,62304
8534,Male,Rural,High School,5L-10L,0,2,3483,More than 1,A,Gold,107988
8535,Male,Urban,Bachelor,5L-10L,1,5,3836,More than 1,A,Platinum,64680
8536,Male,Rural,Bachelor,5L-10L,0,5,3727,More than 1,B,Silver,308316
8537,Female,Urban,High School,<=2L,1,5,8425,More than 1,A,Silver,102072
8538,Male,Urban,High School,2L-5L,1,1,4023,More than 1,A,Gold,65100
8539,Male,Urban,High School,5L-10L,0,6,3119,More than 1,B,Platinum,61644
8540,Male,Urban,Others,2L-5L,1,5,6401,1,A,Gold,32388
8541,Female,Rural,Bachelor,5L-10L,1,8,0,More than 1,A,Gold,69708
8542,Female,Urban,High School,5L-10L,0,3,4169,More than 1,A,Gold,221172
8543,Male,Urban,Bachelor,5L-10L,0,6,6115,More than 1,A,Platinum,92364
8544,Male,Urban,Bachelor,More than 10L,1,0,2400,1,A,Platinum,57324
8545,Female,Rural,High School,5L-10L,0,6,5031,More than 1,A,Gold,197196
8546,Male,Urban,High School,5L-10L,0,6,4079,1,A,Platinum,62112
8547,Female,Urban,Bachelor,5L-10L,1,2,3394,More than 1,A,Platinum,57024
8548,Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,B,Platinum,69504
8549,Male,Rural,Others,5L-10L,1,5,0,1,B,Platinum,42204
8550,Male,Urban,Bachelor,5L-10L,1,0,8907,More than 1,A,Platinum,320376
8551,Female,Urban,High School,5L-10L,1,5,5431,1,A,Gold,35952
8552,Male,Urban,Bachelor,2L-5L,0,7,2002,More than 1,A,Silver,33696
8553,Male,Rural,High School,5L-10L,0,6,0,1,B,Platinum,31740
8554,Female,Rural,Others,More than 10L,0,0,0,1,C,Gold,51036
8555,Female,Urban,Bachelor,2L-5L,0,4,15105,More than 1,A,Gold,175308
8556,Female,Urban,Others,5L-10L,1,4,4023,1,A,Platinum,116616
8557,Male,Urban,Bachelor,5L-10L,0,7,5400,1,A,Silver,50220
8558,Male,Urban,High School,5L-10L,0,2,16627,1,A,Platinum,38220
8559,Female,Urban,High School,5L-10L,1,6,2067,More than 1,C,Gold,69948
8560,Female,Urban,Bachelor,5L-10L,1,2,4886,More than 1,C,Silver,65892
8561,Female,Urban,Bachelor,<=2L,0,3,8482,More than 1,A,Gold,93216
8562,Female,Urban,High School,5L-10L,0,7,3631,More than 1,A,Silver,156612
8563,Male,Rural,Bachelor,5L-10L,1,2,4274,1,A,Silver,244260
8564,Male,Urban,High School,5L-10L,0,4,5256,1,A,Gold,29412
8565,Male,Urban,High School,2L-5L,0,1,3276,More than 1,B,Platinum,73584
8566,Female,Urban,High School,5L-10L,0,6,2437,More than 1,B,Platinum,60312
8567,Male,Rural,Bachelor,2L-5L,1,8,0,More than 1,B,Platinum,55500
8568,Male,Rural,Bachelor,5L-10L,0,2,0,1,A,Platinum,29988
8569,Male,Urban,High School,5L-10L,1,2,2692,1,A,Platinum,48444
8570,Female,Urban,Bachelor,5L-10L,0,7,3607,More than 1,A,Platinum,161256
8571,Male,Urban,Bachelor,5L-10L,1,5,6056,More than 1,A,Platinum,61932
8572,Female,Urban,High School,2L-5L,0,2,6661,More than 1,A,Gold,69804
8573,Male,Urban,High School,2L-5L,0,7,2193,1,C,Gold,31536
8574,Male,Rural,High School,5L-10L,1,1,4547,1,A,Gold,166044
8575,Male,Urban,Bachelor,5L-10L,1,1,3135,More than 1,A,Gold,102600
8576,Male,Urban,Bachelor,5L-10L,1,7,3509,More than 1,A,Platinum,110196
8577,Male,Urban,High School,5L-10L,0,8,2194,1,C,Gold,31068
8578,Female,Urban,Bachelor,5L-10L,1,2,5398,More than 1,A,Platinum,126120
8579,Female,Urban,Bachelor,More than 10L,1,7,7412,More than 1,A,Platinum,66984
8580,Female,Urban,High School,2L-5L,1,0,5983,More than 1,A,Silver,100056
8581,Male,Urban,Others,5L-10L,0,0,3707,1,A,Platinum,32364
8582,Female,Rural,Bachelor,More than 10L,1,0,0,More than 1,B,Platinum,64236
8583,Female,Rural,Bachelor,More than 10L,1,5,0,1,A,Silver,34872
8584,Male,Urban,Others,5L-10L,1,6,3045,1,A,Silver,41964
8585,Female,Urban,High School,2L-5L,1,1,6341,1,A,Gold,34272
8586,Female,Urban,Bachelor,More than 10L,1,7,2717,More than 1,B,Silver,70236
8587,Female,Urban,High School,5L-10L,0,1,6152,More than 1,A,Gold,105708
8588,Female,Urban,Bachelor,5L-10L,0,6,2093,More than 1,B,Silver,65460
8589,Male,Urban,High School,2L-5L,1,4,0,More than 1,C,Platinum,60156
8590,Male,Rural,High School,5L-10L,1,7,16603,More than 1,C,Gold,306768
8591,Female,Urban,Bachelor,5L-10L,1,6,0,More than 1,A,Gold,105036
8592,Male,Urban,Bachelor,2L-5L,1,1,3883,More than 1,A,Silver,62832
8593,Male,Rural,Bachelor,2L-5L,1,7,3857,More than 1,A,Platinum,101676
8594,Male,Urban,High School,2L-5L,0,5,3405,More than 1,A,Silver,151896
8595,Male,Urban,High School,2L-5L,0,2,6113,More than 1,C,Gold,98772
8596,Female,Urban,High School,More than 10L,1,8,4097,1,B,Silver,49092
8597,Male,Urban,Bachelor,5L-10L,1,6,6672,1,B,Silver,75780
8598,Female,Urban,High School,5L-10L,0,2,2386,More than 1,B,Silver,97116
8599,Female,Urban,High School,More than 10L,0,7,6349,1,A,Silver,35268
8600,Male,Urban,High School,5L-10L,0,5,16588,More than 1,A,Platinum,109788
8601,Male,Urban,Bachelor,5L-10L,1,4,0,1,B,Platinum,32628
8602,Female,Urban,High School,2L-5L,1,6,6403,More than 1,A,Platinum,136452
8603,Female,Urban,High School,2L-5L,1,6,3640,1,A,Gold,36264
8604,Male,Urban,Bachelor,2L-5L,1,6,5700,1,A,Platinum,32064
8605,Male,Urban,Bachelor,5L-10L,1,7,4645,More than 1,A,Platinum,64788
8606,Female,Urban,High School,5L-10L,0,5,4102,1,A,Gold,47256
8607,Male,Urban,Bachelor,2L-5L,1,6,3855,More than 1,B,Platinum,244620
8608,Female,Rural,High School,5L-10L,1,5,0,More than 1,B,Platinum,67620
8609,Male,Urban,High School,2L-5L,0,4,5384,1,A,Silver,40716
8610,Male,Urban,High School,5L-10L,0,8,2887,More than 1,A,Silver,97848
8611,Female,Rural,Bachelor,More than 10L,0,7,6653,More than 1,B,Gold,54372
8612,Female,Urban,Bachelor,5L-10L,1,4,7463,More than 1,A,Platinum,179088
8613,Male,Urban,Bachelor,5L-10L,0,8,4319,More than 1,A,Gold,61548
8614,Male,Urban,Bachelor,5L-10L,0,5,8322,More than 1,B,Platinum,70896
8615,Female,Urban,High School,5L-10L,1,7,4671,More than 1,A,Gold,73008
8616,Female,Urban,High School,5L-10L,1,8,6634,More than 1,B,Silver,367380
8617,Male,Urban,Bachelor,2L-5L,0,1,6547,More than 1,A,Platinum,61644
8618,Female,Rural,Bachelor,5L-10L,0,1,10413,More than 1,A,Gold,148164
8619,Female,Rural,Bachelor,5L-10L,1,4,4808,1,A,Silver,33060
8620,Male,Urban,High School,5L-10L,1,7,3937,1,B,Silver,47652
8621,Female,Urban,High School,2L-5L,0,1,2704,More than 1,A,Silver,73452
8622,Female,Urban,Bachelor,2L-5L,0,1,6867,1,C,Platinum,35328
8623,Male,Urban,Bachelor,5L-10L,1,7,6592,More than 1,A,Platinum,63552
8624,Female,Urban,Bachelor,5L-10L,0,5,5422,More than 1,A,Platinum,87984
8625,Male,Urban,Bachelor,5L-10L,1,6,10857,More than 1,A,Platinum,53616
8626,Female,Urban,High School,5L-10L,0,6,6245,More than 1,A,Platinum,68424
8627,Male,Urban,Bachelor,5L-10L,0,4,6687,More than 1,B,Platinum,61440
8628,Female,Urban,High School,5L-10L,1,1,6046,1,B,Platinum,30600
8629,Female,Urban,Bachelor,5L-10L,1,8,2213,More than 1,B,Platinum,71472
8630,Male,Urban,High School,2L-5L,0,8,15056,More than 1,C,Silver,239724
8631,Male,Rural,Bachelor,5L-10L,0,7,3433,More than 1,B,Platinum,66876
8632,Male,Urban,Bachelor,2L-5L,1,6,7147,More than 1,B,Gold,59520
8633,Male,Urban,Bachelor,5L-10L,1,4,2633,1,B,Silver,61968
8634,Male,Urban,Bachelor,2L-5L,1,6,6994,More than 1,A,Gold,63624
8635,Male,Urban,High School,5L-10L,1,8,6361,1,A,Platinum,47868
8636,Male,Urban,Bachelor,2L-5L,1,6,4122,1,B,Silver,43560
8637,Male,Rural,High School,2L-5L,0,6,0,More than 1,B,Platinum,63132
8638,Male,Urban,Bachelor,2L-5L,1,6,5738,More than 1,A,Platinum,62160
8639,Male,Urban,Bachelor,5L-10L,0,2,4250,1,A,Gold,49644
8640,Male,Urban,Bachelor,More than 10L,1,6,2816,More than 1,C,Platinum,66888
8641,Male,Urban,High School,5L-10L,1,4,5463,More than 1,A,Platinum,56472
8642,Male,Rural,High School,5L-10L,1,5,3242,1,A,Gold,59304
8643,Female,Rural,Bachelor,2L-5L,0,6,2679,More than 1,B,Gold,70524
8644,Female,Urban,High School,2L-5L,1,7,6328,More than 1,B,Silver,66672
8645,Male,Rural,Bachelor,More than 10L,0,5,0,More than 1,A,Silver,28548
8646,Male,Urban,High School,5L-10L,0,7,5518,More than 1,A,Gold,60540
8647,Male,Urban,Others,5L-10L,1,6,2445,More than 1,A,Gold,109212
8648,Female,Urban,High School,2L-5L,1,3,5100,More than 1,C,Platinum,180504
8649,Male,Rural,High School,5L-10L,1,2,3809,1,A,Platinum,50640
8650,Male,Rural,High School,5L-10L,1,1,3691,More than 1,B,Gold,106236
8651,Female,Urban,High School,5L-10L,1,2,9062,More than 1,A,Silver,103572
8652,Male,Rural,High School,5L-10L,1,6,2875,More than 1,A,Platinum,89304
8653,Male,Urban,High School,2L-5L,1,0,2374,More than 1,B,Platinum,67320
8654,Female,Urban,Bachelor,2L-5L,0,0,11830,More than 1,B,Silver,107136
8655,Male,Urban,High School,5L-10L,0,6,5507,More than 1,A,Platinum,64500
8656,Male,Urban,Bachelor,5L-10L,0,6,11015,1,A,Platinum,128136
8657,Female,Urban,Bachelor,5L-10L,1,6,9167,More than 1,A,Gold,111564
8658,Male,Rural,Bachelor,More than 10L,0,0,0,1,B,Platinum,53196
8659,Male,Rural,Bachelor,5L-10L,1,6,0,1,A,Gold,60108
8660,Female,Urban,High School,5L-10L,1,2,5311,1,A,Platinum,45540
8661,Male,Urban,Bachelor,More than 10L,1,2,7105,1,B,Silver,37092
8662,Male,Urban,Bachelor,5L-10L,1,5,0,More than 1,B,Platinum,106200
8663,Female,Urban,High School,5L-10L,1,6,5179,1,B,Platinum,36960
8664,Female,Urban,High School,2L-5L,1,2,0,1,B,Platinum,31872
8665,Male,Rural,Bachelor,5L-10L,1,2,4470,More than 1,A,Gold,259956
8666,Female,Urban,Bachelor,5L-10L,0,6,8861,1,A,Platinum,90876
8667,Male,Urban,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,102744
8668,Male,Rural,High School,More than 10L,1,4,2958,1,A,Platinum,64848
8669,Male,Urban,Bachelor,2L-5L,1,6,3344,1,B,Silver,32460
8670,Male,Urban,High School,5L-10L,1,2,3505,More than 1,A,Platinum,401052
8671,Female,Urban,High School,5L-10L,1,5,2345,More than 1,A,Platinum,63900
8672,Male,Urban,High School,5L-10L,0,4,5821,1,C,Platinum,31488
8673,Female,Urban,Bachelor,5L-10L,1,2,6346,More than 1,B,Platinum,64824
8674,Male,Urban,High School,2L-5L,1,6,4038,More than 1,A,Platinum,61440
8675,Male,Urban,High School,5L-10L,1,6,6325,More than 1,C,Gold,132096
8676,Female,Rural,High School,5L-10L,0,1,5779,1,A,Platinum,49488
8677,Male,Urban,High School,5L-10L,1,1,5643,1,A,Gold,33984
8678,Male,Rural,High School,5L-10L,1,8,0,More than 1,B,Platinum,63924
8679,Female,Urban,Bachelor,2L-5L,1,6,9585,1,A,Gold,42696
8680,Female,Rural,High School,5L-10L,1,8,2223,1,A,Platinum,499212
8681,Male,Urban,Bachelor,<=2L,1,4,7830,More than 1,A,Platinum,236196
8682,Male,Rural,High School,5L-10L,1,3,3145,1,A,Silver,32472
8683,Male,Urban,High School,5L-10L,0,3,4285,More than 1,B,Silver,407496
8684,Male,Urban,Bachelor,5L-10L,1,3,5808,1,C,Platinum,35064
8685,Male,Rural,High School,5L-10L,1,7,4601,1,A,Gold,31896
8686,Male,Rural,High School,5L-10L,1,5,2879,1,A,Platinum,32712
8687,Female,Urban,High School,More than 10L,0,4,3259,More than 1,B,Platinum,308796
